case,season,age,matches,wins,losses,titles,majorTitles,centuries,highestBreak,overall,cash,cashDelta,recordedCategoryTotal,unclassifiedCashChange,prizeMoney,sponsorIncome,coachingStaffCosts,facilityCosts,equipmentMaintenance,tournamentEntryFees,travelHotelCosts,treatmentRecoveryCosts,teamAndStoryEvents,other
age40-130363,2034/35,49,9,2,7,0,0,0,71,71,338373.94,1559.34,1559.34,0.0,0,8016,-1872,0,0,-1335,-2006.16,0,-50,-1193.5
age40-130363,2035/36,50,6,0,6,0,0,0,58,70,342719.9,4345.96,4345.96,0.0,0,9059,-1443,0,0,-375,-1632,0,-50,-1213.04
age40-130363,2036/37,51,7,2,5,0,0,0,81,69,357880.74,15160.84,15160.84,0.0,0,19596,-585,0,0,-375,-1436.16,0,50,-2089.0
age40-130363,2037/38,52,6,0,6,0,0,0,32,67,372234.51,14353.77,14353.77,0.0,0,20375,-1872,0,0,-375,-1632,0,-50,-2092.23
age40-130363,2038/39,53,6,0,6,0,0,0,56,66,387359.63,15125.12,15125.12,0.0,0,21183,-1872,0,0,-375,-1436.16,-180,-50,-2144.72
age40-130363,2039/40,54,8,0,8,0,0,0,40,65,396479.0,9119.37,9119.37,0.0,0,16210,-1872,0,0,-1335,-2069.88,0,-50,-1763.75
age40-130363,2040/41,55,8,0,8,0,0,0,36,63,400650.29,4171.29,4171.29,0.0,0,10589,-1872,0,0,-1335,-2069.88,0,200,-1340.83
age40-130363,2041/42,56,6,0,6,0,0,0,49,61,405761.98,5111.69,5111.69,0.0,0,10208,-1755,0,-84,-375,-1632,0,50,-1300.31
age40-130363,2042/43,57,6,0,6,0,0,0,30,59,418951.14,13189.16,13189.16,0.0,0,18904,-1833,0,-38,-375,-1436.16,0,-50,-1982.68
age40-130363,2043/44,58,6,0,6,0,0,0,33,57,433044.76,14093.62,14093.62,0.0,0,19954,-1872,0,0,-375,-1499.88,0,-50,-2063.5
age40-130363,2044/45,59,6,0,6,0,0,0,39,55,444686.36,11641.6,11641.6,0.0,0,17244,-1872,0,0,-375,-1436.16,0,-50,-1869.24
age40-130363,2045/46,60,8,0,8,0,0,0,46,52,455600.54,10914.18,10914.18,0.0,0,18248,-1872,0,0,-1335,-2138.28,0,-50,-1938.54
age40-130363,2046/47,61,8,0,8,0,0,0,22,50,458564.8,2964.26,2964.26,0.0,0,9636,-1872,0,0,-1335,-2069.88,-180,50,-1264.86
age40-130363,2047/48,62,6,0,6,0,0,0,26,47,463047.14,4482.34,4482.34,0.0,0,9669,-1872,0,0,-375,-1632,0,-50,-1257.66
age40-130363,2048/49,63,6,0,6,0,0,0,33,45,477210.33,14163.19,14163.19,0.0,0,20164,-1872,0,0,-375,-1632,0,-50,-2071.81
age40-130363,2049/50,64,6,0,6,0,0,0,22,42,489604.3,12393.97,12393.97,0.0,0,18161,-1872,0,0,-375,-1632,0,50,-1938.03
age40-130363,2050/51,65,6,0,6,0,0,0,15,40,501869.84,12265.54,12265.54,0.0,0,16732,-585,0,0,-375,-1632,0,-50,-1824.46
age50-104729,2026/27,51,7,3,4,0,0,0,54,67,27727.22,19727.22,19727.22,0.0,125,25709,-9126,0,-8782,-175,-1436.16,0,-50,13462.38
age50-104729,2027/28,52,8,4,4,0,0,0,59,65,53793.1,26065.88,26065.88,0.0,62.5,21540,-3158,0,0,-75,-1003.2,-720,200,9219.58
age50-104729,2028/29,53,9,1,8,0,0,0,72,65,67483.12,13690.02,13690.02,0.0,0,13835,-1872,0,0,-1335,-2202,0,-50,5314.02
age50-104729,2029/30,54,8,0,8,0,0,0,66,63,73920.65,6437.53,6437.53,0.0,0,7758,-1872,0,0,-1335,-2202,0,-50,4138.53
age50-104729,2030/31,55,6,0,6,0,0,0,38,62,82344.0,8423.35,8423.35,0.0,0,9284,-1872,0,0,-375,-1499.88,0,-50,2936.23
age50-104729,2031/32,56,9,4,5,0,0,0,41,60,96549.5,14205.5,14205.5,0.0,125,17794,-1872,0,0,-375,-1436.16,0,50,-80.34
age50-104729,2032/33,57,6,0,6,0,0,0,49,59,111008.02,14458.52,14458.52,0.0,0,20364,-1872,0,-84,-375,-1632,0,50,-1992.48
age50-104729,2033/34,58,6,0,6,0,0,0,79,57,125842.18,14834.16,14834.16,0.0,0,20586,-1872,0,0,-375,-1436.16,0,50,-2118.68
age50-104729,2034/35,59,8,0,8,0,0,0,32,55,135625.78,9783.6,9783.6,0.0,0,15698,-585,0,0,-1335,-2202,0,-50,-1742.4
age50-104729,2035/36,60,6,0,6,0,0,0,21,53,141670.01,6044.23,6044.23,0.0,0,10811,-1443,0,0,-375,-1632,0,50,-1366.77
age50-104729,2036/37,61,6,0,6,0,0,0,26,51,156704.04,15034.03,15034.03,0.0,0,20898,-1872,0,0,-375,-1436.16,0,-50,-2130.81
age50-104729,2037/38,62,6,0,6,0,0,0,21,48,174052.01,17347.97,17347.97,0.0,0,23636,-1872,0,0,-375,-1632,0,-50,-2359.03
age50-104729,2038/39,63,6,0,6,0,0,0,24,47,190265.77,16213.76,16213.76,0.0,0,22442,-1872,0,-38,-375,-1632,0,-50,-2261.24
age50-104729,2039/40,64,8,0,8,0,0,0,25,44,199051.07,8785.3,8785.3,0.0,0,16000,-1872,0,0,-1335,-2202,0,-50,-1755.7
age50-104729,2040/41,65,8,0,8,0,0,0,22,42,202348.66,3297.59,3297.59,0.0,0,10263,-1872,0,0,-1335,-2202,-180,-50,-1326.41
age50-130363,2026/27,51,6,2,4,0,0,0,83,66,26263.97,18263.97,18263.97,0.0,0,26687,-11306,0,-8782,-175,-1632,0,-50,13521.97
age50-130363,2027/28,52,7,3,4,0,0,0,50,65,54690.2,28426.23,28426.23,0.0,0,22704,-1794,0,0,-75,-1003.2,-720,50,9264.43
age50-130363,2028/29,53,8,1,7,0,0,0,81,64,70666.29,15976.09,15976.09,0.0,0,16643,-1872,0,0,-1335,-2138.28,0,50,4628.37
age50-130363,2029/30,54,9,2,7,0,0,0,56,62,77081.92,6415.63,6415.63,0.0,0,8115,-1872,0,0,-1335,-2001.48,0,50,3459.11
age50-130363,2030/31,55,6,0,6,0,0,0,37,61,83836.28,6754.36,6754.36,0.0,0,8197,-1872,0,0,-375,-1568.28,0,-50,2422.64
age50-130363,2031/32,56,8,2,6,0,0,0,48,59,90735.1,6898.82,6898.82,0.0,62.5,9504,-1872,0,0,-375,-1499.88,-180,150,1109.2
age50-130363,2032/33,57,6,0,6,0,0,0,43,57,104693.7,13958.6,13958.6,0.0,0,19328,-1872,0,-84,-375,-1568.28,0,50,-1520.12
age50-130363,2033/34,58,6,0,6,0,0,0,33,55,116718.88,12025.18,12025.18,0.0,0,16992,-1014,0,0,-375,-1499.88,-180,-50,-1847.94
age50-130363,2034/35,59,8,0,8,0,0,0,25,52,121291.1,4572.22,4572.22,0.0,0,10440,-1014,0,0,-1335,-2138.28,0,-50,-1330.5
age50-130363,2035/36,60,6,0,6,0,0,0,19,50,125548.06,4256.96,4256.96,0.0,0,9285,-1872,0,0,-375,-1499.88,0,-50,-1231.16
age50-130363,2036/37,61,6,0,6,0,0,0,22,48,135257.42,9709.36,9709.36,0.0,0,15125,-1872,0,0,-375,-1436.16,0,-50,-1682.48
age50-130363,2037/38,62,6,0,6,0,0,0,21,45,148140.01,12882.59,12882.59,0.0,0,18794,-1872,0,0,-375,-1632,0,-50,-1982.41
age50-130363,2038/39,63,6,0,6,0,0,0,23,42,163226.67,15086.66,15086.66,0.0,0,21033,-1872,0,0,-375,-1436.16,-180,50,-2133.18
age50-130363,2039/40,64,8,0,8,0,0,0,16,40,172376.44,9149.77,9149.77,0.0,0,16210,-1872,0,-38,-1335,-2001.48,0,-50,-1763.75
age50-130363,2040/41,65,8,0,8,0,0,0,14,38,176165.86,3789.42,3789.42,0.0,0,10521,-1872,0,0,-1335,-2138.28,0,-50,-1336.3
age13-104729,2026/27,14,26,4,22,0,0,0,35,50,1241.5,-6758.5,-6758.5,-0.0,0,2900,-156,0,-11165,-429,-2530.8,0,450.0,4172.3
age13-104729,2027/28,15,20,0,20,0,0,0,41,53,1207.3,-34.2,-34.2,-0.0,0,2550,-464,0,-4036,-155,-1615,0,-50,3735.8
age13-104729,2028/29,16,23,3,20,0,0,0,30,56,1208.1,0.8,0.8,-0.0,3,2550,-156,0,-3816,-140,-2280,0,-50,3889.8
age13-104729,2029/30,17,23,0,23,0,0,0,42,59,2118.9,910.8,910.8,-0.0,0,2550,-1500,0,-930,-354,-2565,-230,50,3889.8
age13-104729,2030/31,18,23,1,22,0,0,0,58,63,4491.12,2372.22,2372.22,0.0,0,2956,-1564,0,-84,-300,-2565,-180,200,3909.22
age13-104729,2031/32,19,28,9,19,0,0,0,83,67,6584.65,2093.53,2093.53,0.0,160,8119,-6239,0,-38,-325,-2530.8,0,-50,2997.33
age13-104729,2032/33,20,30,16,14,0,0,0,95,71,10695.82,4111.17,4111.17,0.0,51,7832,-4109,0,0,-375,-2565,0,200,3077.17
age13-104729,2033/34,21,36,23,13,1,0,2,136,74,15727.76,5031.94,5031.94,0.0,825,7806,-4560,0,-84,-375,-2565,0,450,3534.94
age13-104729,2034/35,22,15,6,9,0,0,1,122,78,21693.8,5966.04,5966.04,0.0,120,8788,-1872,0,0,-1460,-2772,0,300,2862.04
age13-104729,2035/36,23,30,19,11,0,0,7,132,80,31805.27,10111.47,10111.47,0.0,4500,15025,-1872,0,-518,-1785,-4193.88,0,200,-1244.65
age13-104729,2036/37,24,27,16,11,0,0,7,141,82,53350.91,21545.64,21545.64,0.0,5550,26938,-1872,0,-84,-1785,-3939.0,-180,200,-3282.36
age13-104729,2037/38,25,21,8,11,0,0,15,141,83,100042.39,46691.48,46691.48,0.0,24250,31700,-1872,0,-122,0,-6228,0,2000,-3036.52
age13-104729,2038/39,26,24,14,10,1,0,12,138,84,280468.16,180425.77,180425.77,0.0,123500,64075,-1872,0,0,0,-6988,0,2000,-289.23
age13-104729,2039/40,27,32,21,9,1,0,17,140,85,445736.18,165268.02,165268.02,0.0,105150,68788,-1833,0,-84,0,-6316.64,0,1400,-1836.34
age13-104729,2040/41,28,15,4,9,0,0,7,136,86,533179.32,87443.14,87443.14,0.0,30850,71775,-1755,0,-38,0,-5872.04,0,800,-8316.82
age13-104729,2041/42,29,25,12,13,0,0,10,139,87,619594.04,86414.72,86414.72,0.0,31500,69994,-1872,0,-84,0,-6323,0,2000,-8800.28
age13-104729,2042/43,30,36,28,8,1,0,20,144,88,663679.84,44085.8,44085.8,0.0,3850,52225,-1872,0,-122,-1685,-3556.08,-180,200,-4774.12
age13-104729,2043/44,31,20,7,11,0,0,15,138,88,714941.13,51261.29,51261.29,0.0,27350,34162,-1872,0,-84,0,-5480.64,-180,2000,-4634.07
age13-104729,2044/45,32,21,8,11,0,0,12,130,89,780082.57,65141.44,65141.44,0.0,18000,59288,-1872,0,-38,0,-5514.84,-180,2000,-6541.72
age13-104729,2045/46,33,15,11,4,0,0,5,117,90,822263.96,42181.39,42181.39,0.0,0,51837,-1872,0,0,-1235,-1499.88,-180,300,-5168.73
age13-104729,2046/47,34,38,24,12,0,0,22,141,90,907930.98,85667.02,85667.02,0.0,68050,30063,-156,0,-168,0,-5731.44,-360,1400,-7430.54
age13-104729,2047/48,35,27,16,11,0,0,21,138,90,1013947.7,106016.72,106016.72,0.0,55350,65713,-1872,0,-38,0,-6703,0,2000,-8433.28
age13-104729,2048/49,36,34,24,10,1,0,27,138,90,1306326.54,292378.84,292378.84,0.0,234750,66300,-1872,0,-122,0,-7463,0,2000,-1214.16
age13-104729,2049/50,37,24,12,10,0,0,15,135,90,1501756.84,195430.3,195430.3,0.0,91400,127076,-1872,0,-84,0,-9007,-180,400,-12302.7
age13-104729,2050/51,38,20,9,11,0,0,20,137,90,1718106.84,216350.0,216350.0,0.0,63700,176488,-1872,0,-122,0,-7692.08,0,1400,-15551.92
age13-104729,2051/52,39,33,21,10,0,0,24,132,90,1971219.5,253112.66,253112.66,0.0,156850,116994,-1872,0,-84,0,-6567.44,-180,800,-12827.9
age13-104729,2052/53,40,19,8,11,0,0,14,138,90,2070860.05,99640.55,99640.55,0.0,44850,71005,-1872,0,-38,0,-6548.44,0,800,-8556.01
age13-104729,2053/54,41,29,18,10,1,0,20,138,90,2271487.73,200627.68,200627.68,0.0,139750,72495,-1872,0,-84,0,-7190.6,0,0,-2470.72
age13-104729,2054/55,42,20,15,5,0,0,13,141,89,2320035.01,48547.28,48547.28,0.0,4502.5,53155,-1794,0,-122,-375,-1568.28,0,-50,-5200.94
age13-104729,2055/56,43,19,17,2,2,0,9,130,89,2358456.33,38421.32,38421.32,0.0,11850,27465,-1794,0,0,-375,-1632,-180,200,2887.32
age13-104729,2056/57,44,23,11,10,0,0,7,132,88,2408551.49,50095.16,50095.16,0.0,26500,33642,-1872,0,-84,0,-5480.64,0,2000,-4610.2
age13-104729,2057/58,45,21,9,11,0,0,16,134,87,2475213.65,66662.16,66662.16,0.0,22150,59500,-1872,0,-38,0,-5514.84,0,0,-7563.0
age13-104729,2058/59,46,14,10,4,0,0,11,135,86,2524842.55,49628.9,49628.9,0.0,475,58240,-1872,0,-84,-375,-1632,0,200,-5323.1
age13-104729,2059/60,47,27,25,2,3,0,9,135,85,2566893.8,42051.25,42051.25,0.0,17750,23213,-1872,0,0,-375,-1499.88,-180,300,4715.13
age13-104729,2060/61,48,21,8,12,0,0,11,137,84,2598773.05,31879.25,31879.25,0.0,16000,25326,-1443,0,-122,0,-5480.64,-180,1400,-3621.11
age13-104729,2061/62,49,15,2,12,0,0,5,128,83,2646886.45,48113.4,48113.4,0.0,5250,54217,-585,0,0,0,-6228,-180,1000,-5360.6
age13-104729,2062/63,50,20,13,7,0,0,4,127,81,2671649.72,24763.27,24763.27,0.0,1250,32853,-1872,0,0,-1335,-2202,0,-50,-3880.73
age13-104729,2063/64,51,8,4,4,0,0,1,136,80,2686328.0,14678.28,14678.28,0.0,0,20431,-1872,0,0,-375,-1632,0,300,-2173.72
age13-104729,2064/65,52,11,6,5,0,0,0,91,78,2695280.75,8952.75,8952.75,0.0,0,14888,-1872,0,-84,-375,-1632,0,-50,-1922.25
age13-104729,2065/66,53,10,4,6,0,0,1,124,76,2707143.1,11862.35,11862.35,0.0,750,17308,-1872,0,0,-375,-1499.88,-540,50,-1958.77
age13-104729,2066/67,54,8,3,5,0,0,0,73,74,2724171.58,17028.48,17028.48,0.0,0,22962,-1872,0,-38,-375,-1436.16,0,150,-2362.36
age13-104729,2067/68,55,7,1,6,0,0,0,56,72,2741484.01,17312.43,17312.43,0.0,0,24483,-1872,0,0,-1235,-1632,0,50,-2481.57
age13-104729,2068/69,56,7,0,7,0,0,0,77,70,2754239.5,12755.49,12755.49,0.0,0,18625,-1872,0,0,-375,-1603.36,0,-50,-1969.15
age13-104729,2069/70,57,7,1,6,0,0,0,63,68,2764099.76,9860.26,9860.26,0.0,0,15264,-1755,0,0,-375,-1499.88,0,-50,-1723.86
age13-104729,2070/71,58,6,0,6,0,0,0,65,66,2778337.0,14237.24,14237.24,0.0,0,20155,-1833,0,0,-375,-1568.28,0,-50,-2091.48
age13-104729,2071/72,59,6,0,6,0,0,0,27,64,2790029.97,11692.97,11692.97,0.0,0,17484,-1872,0,-84,-375,-1632,0,50,-1878.03
age13-104729,2072/73,60,6,0,6,0,0,0,30,62,2799285.82,9255.85,9255.85,0.0,0,14570,-1872,0,0,-375,-1632,0,200,-1635.15
age13-104729,2073/74,61,8,0,8,0,0,0,47,60,2805970.91,6685.09,6685.09,0.0,0,13516,-1872,0,0,-1335,-2006.16,0,-50,-1567.75
age13-104729,2074/75,62,8,2,6,0,0,0,47,58,2809042.32,3071.41,3071.41,0.0,0,8674,-1872,0,0,-375,-1822,-180,-50,-1303.59
age13-104729,2075/76,63,6,1,5,0,0,0,27,56,2814993.87,5951.55,5951.55,0.0,0,10216,-1014,0,0,-375,-1499.88,0,-50,-1325.57
age13-104729,2076/77,64,6,0,6,0,0,0,21,53,2829115.63,14121.76,14121.76,0.0,0,19112,-1014,0,0,-375,-1568.28,0,-50,-1982.96
age13-104729,2077/78,65,6,0,6,0,0,0,23,51,2843222.94,14107.31,14107.31,0.0,0,19789,-1872,0,0,-375,-1436.16,0,50,-2048.53
age13-130363,2026/27,14,20,2,18,0,0,0,40,50,955.05,-7044.95,-7044.95,-0.0,0,2950,-156,0,-12647,-124,-1675.8,0,200,4407.85
age13-130363,2027/28,15,20,5,15,0,0,0,51,53,1158.05,203.0,203.0,-0.0,0,2310,-117,0,-4010,-80,-1710,0,-50,3860.0
age13-130363,2028/29,16,26,7,19,0,0,0,57,56,1208.61,50.56,50.56,-0.0,12,2484,-156,0,-3280,-96,-2565,0,50,3601.56
age13-130363,2029/30,17,24,3,21,0,0,0,53,59,3163.41,1954.8,1954.8,-0.0,0,2550,-1500,0,0,-275,-2565,0,-50,3794.8
age13-130363,2030/31,18,23,4,19,0,0,0,46,63,4811.36,1647.95,1647.95,0.0,0,2650,-1564,0,-84,-300,-2565,-360,-50,3920.95
age13-130363,2031/32,19,28,7,21,0,0,0,74,67,7242.88,2431.52,2431.52,0.0,80,7826,-5766,0,-38,-325,-2291.4,0,-50,2995.92
age13-130363,2032/33,20,34,23,11,1,0,0,91,71,11093.83,3850.95,3850.95,0.0,148,7650,-4412,0,0,-375,-2530.8,0,300,3070.75
age13-130363,2033/34,21,25,15,10,1,0,2,112,74,15802.83,4709,4709,0,40,8313,-3954,0,-84,-375,-2565,0,300,3034
age13-130363,2034/35,22,16,8,8,1,0,0,97,79,93693.49,77890.66,77890.66,0.0,75180,8632,-1872,0,-480,-1460,-2439.36,-180,200.0,310.02
age13-130363,2035/36,23,31,21,10,0,0,7,144,80,98105.23,4411.74,4411.74,0.0,2750,14343,-1872,0,-122,-1785,-3590.28,0,200,-5511.98
age13-130363,2036/37,24,14,2,12,0,0,0,98,82,139622.25,41517.02,41517.02,0.0,8250,44325,-1872,0,0,0,-5514.84,0,1000,-4671.14
age13-130363,2037/38,25,26,11,12,0,0,11,138,83,215279.18,75656.93,75656.93,0.0,30250,58650,-1872,0,-84,0,-5480.64,0,1400,-7206.43
age13-130363,2038/39,26,28,19,9,0,0,11,135,84,252325.67,37046.49,37046.49,0.0,6800,48675,-1872,0,-38,-1685,-3369.0,0,200,-11664.51
age13-130363,2039/40,27,26,15,10,0,0,16,139,85,316893.86,64568.19,64568.19,0.0,47600,28863,-1872,0,-84,0,-6228,0,1400,-5110.81
age13-130363,2040/41,28,21,10,9,0,0,7,129,86,399518.85,82624.99,82624.99,0.0,33750,63288,-1794,0,-122,0,-6551,0,2000,-7946.01
age13-130363,2041/42,29,41,34,7,2,0,21,138,87,544368.72,144849.87,144849.87,0.0,84010,66319,-1794,0,0,-1685,-3556.08,0,-50,1605.95
age13-130363,2042/43,30,21,9,10,0,0,14,138,88,584607.26,40238.54,40238.54,0.0,23500,28919,-1872,0,-122,0,-6228,-180,400,-4178.46
age13-130363,2043/44,31,27,19,8,0,0,17,144,88,671761.8,87154.54,87154.54,0.0,34400,68182,-1872,0,-84,0,-6228,0,1000,-8243.46
age13-130363,2044/45,32,19,13,6,0,0,7,144,89,726495.92,54734.12,54734.12,0.0,1440,64176,-1872,0,-38,-1235,-1436.16,0,50,-6350.72
age13-130363,2045/46,33,18,13,5,0,0,10,141,90,755996.89,29500.97,29500.97,0.0,540,37862,-1872,0,-84,-1335,-1686.96,-180,450,-4193.07
age13-130363,2046/47,34,19,15,4,0,0,13,138,90,772534.13,16537.24,16537.24,0.0,350,23544,-1014,0,0,-1335,-1917,-180,300,-3210.76
age13-130363,2047/48,35,29,17,11,0,0,13,141,91,836044.45,63510.32,63510.32,0.0,48200,25839,-1014,0,-122,0,-5480.64,-180,2000,-5732.04
age13-130363,2048/49,36,31,18,12,0,0,16,138,91,992015.03,155970.58,155970.58,0.0,109000,61812,-1872,0,-84,0,-6316.64,-540,800,-6828.78
age13-130363,2049/50,37,22,9,11,0,0,11,138,91,1095273.35,103258.32,103258.32,0.0,53450,65200,-1872,0,-122,0,-6240.64,0,400,-7557.04
age13-130363,2050/51,38,26,12,12,0,0,16,134,91,1211833.61,116560.26,116560.26,0.0,63100,68537,-1872,0,0,0,-6801.8,-180,2000,-8222.94
age13-130363,2051/52,39,29,15,11,0,0,24,145,91,1325693.04,113859.43,113859.43,0.0,59150,69237,-1872,0,-122,0,-6240.64,-180,2000,-8112.93
age13-130363,2052/53,40,25,14,11,0,0,21,138,91,1464526.79,138833.75,138833.75,0.0,83500,71719,-1872,0,-84,0,-6513,0,1000,-8916.25
age13-130363,2053/54,41,33,21,8,1,1,20,141,90,1845517.61,380990.82,380990.82,0.0,298600,94176,-1872,0,-122,0,-6483.84,-360,0,-2947.34
age13-130363,2054/55,42,37,22,13,1,1,22,139,90,2486865.53,641347.92,641347.92,0.0,503550,148388,-1872,0,-84,0,-8871.28,-540,2000,-1222.8
age13-130363,2055/56,43,24,11,13,0,0,7,133,89,2858787.19,371921.66,371921.66,0.0,118550,287486,-1755,0,-122,0,-7608.48,0,0,-24628.86
age13-130363,2056/57,44,28,16,10,0,0,14,140,88,3242162.79,383375.6,383375.6,0.0,112200,304540,-1833,0,0,0,-7608.48,0,2000,-25922.92
age13-130363,2057/58,45,26,13,12,0,0,18,142,87,3495605.43,253442.64,253442.64,0.0,96700,182312,-1872,0,-122,0,-6149.44,-180,400,-17645.92
age13-130363,2058/59,46,25,12,12,0,0,8,130,86,3669337.55,173732.12,173732.12,0.0,79900,116924,-1872,0,-84,0,-6994.24,-360,1000,-14781.64
age13-130363,2059/60,47,25,13,10,0,0,8,136,85,3781484.93,112147.38,112147.38,0.0,58850,67699,-1872,0,-38,0,-6400.24,-540,2000,-7551.38
age13-130363,2060/61,48,19,6,12,0,0,7,142,83,3849130.36,67645.43,67645.43,0.0,17100,65075,-1872,0,-84,0,-6513,0,400,-6460.57
age13-130363,2061/62,49,8,4,4,0,0,1,100,81,3900095.26,50964.9,50964.9,0.0,0,58220,-585,0,0,-375,-1436.16,0,200,-5058.94
age13-130363,2062/63,50,16,12,4,0,0,3,144,80,3930635.41,30540.15,30540.15,0.0,1440,37188,-1443,0,0,-1235,-1436.16,0,50,-4023.69
age13-130363,2063/64,51,8,2,6,0,0,1,112,78,3950021.07,19385.66,19385.66,0.0,350,24887,-1872,0,-84,-375,-1436.16,0,450,-2534.18
age13-130363,2064/65,52,8,2,6,0,0,0,74,76,3968188.99,18167.92,18167.92,0.0,0,24700,-1872,0,-38,-375,-1632,-180,50,-2485.08
age13-130363,2065/66,53,7,1,6,0,0,0,91,75,3985762.77,17573.78,17573.78,0.0,0,23796,-1872,0,0,-375,-1632,-180,200,-2363.22
age13-130363,2066/67,54,6,1,5,0,0,0,82,72,4002846.85,17084.08,17084.08,0.0,0,22938,-1872,0,0,-375,-1499.88,0,200,-2307.04
age13-130363,2067/68,55,8,1,7,0,0,0,62,71,4013301.73,10454.88,10454.88,0.0,0,17488,-1872,0,0,-1335,-2138.28,0,200,-1887.84
age13-130363,2068/69,56,9,1,8,0,0,0,64,68,4015445.37,2143.64,2143.64,0.0,0,8518,-1872,0,0,-1335,-1937.76,0,-50,-1179.6
age13-130363,2069/70,57,6,0,6,0,0,0,41,66,4030670.09,15224.72,15224.72,0.0,0,21120,-1872,0,0,-375,-1436.16,0,-50,-2162.12
age13-130363,2070/71,58,6,0,6,0,0,0,35,64,4045083.46,14413.37,14413.37,0.0,0,19963,-1716,0,0,-375,-1436.16,0,50,-2072.47
age13-130363,2071/72,59,6,0,6,0,0,0,37,62,4057016.3,11932.84,11932.84,0.0,0,17632,-1872,0,-84,-375,-1436.16,0,-50,-1882
age13-130363,2072/73,60,6,0,6,0,0,0,39,59,4073181.45,16165.15,16165.15,0.0,0,22339,-1872,0,0,-375,-1632,0,-50,-2244.85
age13-130363,2073/74,61,8,0,8,0,0,0,27,57,4082028.98,8847.53,8847.53,0.0,0,15787,-1872,0,0,-1335,-1937.76,0,-50,-1744.71
age13-130363,2074/75,62,4,0,4,0,0,0,82,54,4080371.47,-1657.51,-1657.51,0.0,0,12634,-1872,0,0,-275,-1291,0,-50,-10803.51
age13-130363,2075/76,63,6,0,6,0,0,0,18,51,4093811.71,13440.24,13440.24,0.0,0,27189,-1872,0,0,-375,-1386,-180,-50,-9885.76
age13-130363,2076/77,64,6,0,6,0,0,0,36,49,4109661.43,15849.72,15849.72,0.0,0,20229,-156,0,0,-375,-1436.16,-360,50,-2102.12
age13-130363,2077/78,65,4,0,4,0,0,0,14,46,4127512.79,17851.36,17851.36,0.0,0,22758,-1872,0,0,-75,-1140,0,-50,-1769.64
age14-104729,2026/27,15,25,5,20,0,0,0,46,52,1785.65,-6214.35,-6214.35,0.0,0,2950,-1500,0,-9347,-459,-2333.2,0,200,4274.85
age14-104729,2027/28,16,26,7,19,0,0,0,38,56,1192.45,-593.2,-593.2,-0.0,80,2550,-425,0,-3494,-255,-2565,0,-50,3565.8
age14-104729,2028/29,17,23,1,22,0,0,0,77,58,1299.9,107.45,107.45,-0.0,0,2820,-310,0,-3418,-195,-2565,0,50,3725.45
age14-104729,2029/30,18,23,2,21,0,0,0,44,63,3306.26,2006.36,2006.36,-0.0,0,2712,-1500,0,0,-300,-2565,-180,-50,3889.36
age14-104729,2030/31,19,24,3,21,0,0,0,61,66,6911.5,3605.24,3605.24,0.0,8,8444,-5612,0,-84,-375,-2257.2,0,50,3431.44
age14-104729,2031/32,20,24,11,13,0,0,1,123,70,10454.65,3543.15,3543.15,0.0,0,8301,-5528,0,-38,-325,-2257.2,0,-50,3440.35
age14-104729,2032/33,21,35,20,15,1,0,2,136,73,15201.67,4747.02,4747.02,0.0,333,8462,-4560,0,0,-375,-2565,0,50,3402.02
age14-104729,2033/34,22,18,10,8,0,0,5,135,78,25478.01,10276.34,10276.34,0.0,4500,9594,-1872,0,-564,-1460,-2737.8,0,200,2616.14
age14-104729,2034/35,23,24,14,10,0,0,3,117,80,30939.2,5461.19,5461.19,0.0,120,15851,-1872,0,0,-1785,-4247.28,-180,200,-2625.53
age14-104729,2035/36,24,16,3,12,0,0,5,122,82,75122.84,44183.64,44183.64,0.0,5000,48469,-1872,0,-122,0,-5514.84,-180,400,-1996.52
age14-104729,2036/37,25,18,5,11,0,0,2,127,83,141207.78,66084.94,66084.94,0.0,14350,64144,-1872,0,0,0,-5278,-540,2000,-6719.06
age14-104729,2037/38,26,38,28,10,1,0,18,141,85,204113.38,62905.6,62905.6,0.0,20060,55894,-1872,0,-122,-1685,-3556.08,-180,150,-5783.32
age14-104729,2038/39,27,37,30,7,2,0,22,141,86,303040.18,98926.8,98926.8,0.0,81130,29200,-1833,0,-84,-1685,-3756,0,50,-4095.2
age14-104729,2039/40,28,22,11,9,0,0,11,140,86,355424.94,52384.76,52384.76,0.0,37000,28588,-1755,0,0,0,-7355,-180,400,-4313.24
age14-104729,2040/41,29,42,28,10,2,0,28,141,87,654218.8,298793.86,298793.86,0.0,237000,64912,-1872,0,-122,0,-6483.84,-360,1400,4319.7
age14-104729,2041/42,30,27,12,12,0,0,13,140,88,909629.31,255410.51,255410.51,0.0,121000,160761,-1872,0,-122,0,-9056.4,0,800,-16100.09
age14-104729,2042/43,31,72,47,25,1,0,41,144,89,1245525.84,335896.53,335896.53,0.0,171500,172287,-1872,0,-206,0,-7069.04,0,400,856.57
age14-104729,2043/44,32,29,18,10,0,0,19,137,89,1458770.08,213244.24,213244.24,0.0,114800,117957,-1872,0,-84,0,-6799.24,-360,2000,-12397.52
age14-104729,2044/45,33,28,16,9,0,0,22,139,90,1729973.42,271203.34,271203.34,0.0,178400,113677,-1443,0,-38,0,-8273.76,0,400,-11518.9
