case,season,age,matches,wins,losses,titles,majorTitles,centuries,highestBreak,overall,cash,cashDelta,recordedCategoryTotal,unclassifiedCashChange,prizeMoney,sponsorIncome,coachingStaffCosts,facilityCosts,equipmentMaintenance,tournamentEntryFees,travelHotelCosts,treatmentRecoveryCosts,teamAndStoryEvents,other
age28-130363,2040/41,43,19,15,4,0,0,13,138,86,1081265.52,45839.13,45839.13,0.0,400,54048,-156,0,-38,-1335,-1917,0,450,-5612.87
age28-130363,2041/42,44,22,9,12,0,0,13,138,85,1140789.66,59524.14,59524.14,0.0,33750,38468,-1755,0,-84,0,-6428.36,-540,2000,-5886.5
age28-130363,2042/43,45,19,6,11,0,0,8,138,85,1211309.26,70519.6,70519.6,0.0,25250,58400,-1833,0,-84,0,-5911.08,0,1000,-6302.32
age28-130363,2043/44,46,12,8,4,0,0,3,138,83,1244295.22,32985.96,32985.96,0.0,150,40392,-1872,0,-38,-375,-1499.88,0,200,-3971.16
age28-130363,2044/45,47,10,5,5,0,0,1,114,82,1254539.66,10244.44,10244.44,0.0,125,15492,-1872,0,0,-375,-1568.28,-180,450,-1827.28
age28-130363,2045/46,48,7,2,5,0,0,2,105,81,1268215.38,13675.72,13675.72,0.0,0,20696,-1872,0,0,-1235,-1632,0,-50,-2231.28
age28-130363,2046/47,49,12,6,6,0,0,1,107,79,1278901.76,10686.38,10686.38,0.0,0,18160,-1872,0,-84,-1335,-2001.48,-180,50,-2051.14
age28-130363,2047/48,50,10,5,5,0,0,1,102,78,1293759.0,14857.24,14857.24,0.0,0,20443,-1872,0,0,-375,-1436.16,0,200,-2102.6
age28-130363,2048/49,51,8,2,6,0,0,0,75,76,1309923.23,16164.23,16164.23,0.0,0,21911,-1872,0,0,-375,-1436.16,0,200,-2263.61
age28-130363,2049/50,52,6,0,6,0,0,0,63,74,1327420.96,17497.73,17497.73,0.0,0,23769,-1872,0,0,-375,-1632,0,-50,-2342.27
age28-130363,2050/51,53,6,1,5,0,0,0,99,72,1342441.78,15020.82,15020.82,0.0,0,20886,-1872,0,0,-375,-1632,0,150,-2136.18
age28-130363,2051/52,54,8,1,7,0,0,0,99,71,1350996.25,8554.47,8554.47,0.0,0,15739,-1872,0,0,-1335,-2202,0,-50,-1725.53
age28-130363,2052/53,55,6,0,6,0,0,0,43,68,1356360.82,5364.57,5364.57,0.0,0,10492,-1872,0,0,-375,-1499.88,0,-50,-1330.55
age28-130363,2053/54,56,6,0,6,0,0,0,52,66,1370960.68,14599.86,14599.86,0.0,0,20354,-1872,0,-38,-375,-1436.16,0,50,-2082.98
age28-130363,2054/55,57,7,1,6,0,0,0,48,64,1386054.82,15094.14,15094.14,0.0,0,20724,-1443,0,0,-375,-1632,0,-50,-2129.86
age28-130363,2055/56,58,6,0,6,0,0,0,45,63,1403231.16,17176.34,17176.34,0.0,0,22084,-546,0,-84,-375,-1632,0,-50,-2220.66
age28-130363,2056/57,59,9,1,8,0,0,0,41,60,1415694.96,12463.8,12463.8,0.0,0,19752,-1755,0,0,-1335,-2202,0,50,-2046.2
age28-130363,2057/58,60,8,0,8,0,0,0,50,58,1429354.2,13659.24,13659.24,0.0,0,21492,-1872,0,0,-1335,-2202,-180,-50,-2193.76
age28-130363,2058/59,61,7,1,6,0,0,0,49,55,1448382.83,19028.63,19028.63,0.0,0,25325,-1872,0,0,-375,-1632,0,50,-2467.37
age28-130363,2059/60,62,7,1,6,0,0,0,35,52,1462851.81,14468.98,14468.98,0.0,0,20497,-1872,0,0,-375,-1632,0,-50,-2099.02
age28-130363,2060/61,63,7,1,6,0,0,0,23,50,1477259.04,14407.23,14407.23,0.0,0,19937,-1872,0,0,-375,-1436.16,0,200,-2046.61
age28-130363,2061/62,64,6,0,6,0,0,0,26,48,1494401.53,17142.49,17142.49,0.0,0,23229,-1872,0,0,-375,-1568.28,0,50,-2321.23
age28-130363,2062/63,65,8,0,8,0,0,0,15,45,1505795.66,11394.13,11394.13,0.0,0,18661,-1872,0,0,-1335,-2133.6,0,50,-1976.27
age29-104729,2026/27,30,17,4,13,0,0,1,102,77,37131.48,29131.48,29131.48,0.0,5000,28746,-7014,0,-8782,0,-6152,0,800,16533.48
age29-104729,2027/28,31,21,9,11,0,0,3,131,80,96250.97,59119.49,59119.49,0.0,14650,49898,-3158,0,0,0,-6193.8,0,1400,2523.29
age29-104729,2028/29,32,15,12,3,0,0,8,137,82,132273.53,36022.56,36022.56,0.0,540,43988,-1872,0,-84,-1235,-1283.28,0,450,-4481.16
age29-104729,2029/30,33,34,20,12,0,0,18,141,84,198679.62,66406.09,66406.09,0.0,52400,28394,-1872,0,-122,0,-6228,-360,1000,-6805.91
age29-104729,2030/31,34,21,10,10,0,0,12,136,85,283892.64,85213.02,85213.02,0.0,42000,60142,-1872,0,0,0,-8020,0,0,-7036.98
age29-104729,2031/32,35,24,14,8,0,0,17,133,86,387364.68,103472.04,103472.04,0.0,51850,67800,-1872,0,-122,0,-6912,0,1000,-8271.96
age29-104729,2032/33,36,23,13,10,0,0,10,133,87,485747.04,98382.36,98382.36,0.0,44500,69270,-1872,0,-84,0,-6988,0,1000,-7443.64
age29-104729,2033/34,37,22,18,4,0,0,15,144,88,539115.2,53368.16,53368.16,0.0,3960,60118,-1872,0,-38,-1235,-1632,0,450,-6382.84
age29-104729,2034/35,38,19,14,5,0,0,12,136,89,565897.86,26782.66,26782.66,0.0,2590,32876,-1872,0,0,-1335,-1750.68,-360,300,-3665.66
age29-104729,2035/36,39,20,18,2,2,0,14,143,89,609510.35,43612.49,43612.49,0.0,16200,27762,-1872,0,-84,-375,-1436.16,0,450,2967.65
age29-104729,2036/37,40,24,12,10,0,0,17,137,89,663217.15,53706.8,53706.8,0.0,41750,23712,-1443,0,-122,0,-6228,-180,400,-4182.2
age29-104729,2037/38,41,25,15,10,0,0,12,141,88,733191.11,69973.96,69973.96,0.0,31400,50770,-585,0,0,0,-6228,0,1000,-6383.04
age29-104729,2038/39,42,7,2,5,0,0,4,138,87,771794.86,38603.75,38603.75,0.0,0,46401,-1872,0,0,-375,-1632,0,200,-4118.25
age29-104729,2039/40,43,27,20,7,0,0,13,138,86,791399.72,19604.86,19604.86,0.0,4790,23397,-1872,0,-122,-1335,-2001.48,0,200,-3451.66
age29-104729,2040/41,44,17,12,5,0,0,6,132,86,806806.76,15407.04,15407.04,0.0,500,22720,-1872,0,0,-1335,-1853.28,0,200,-2952.68
age29-104729,2041/42,45,24,9,12,0,0,11,128,85,859563.24,52756.48,52756.48,0.0,25600,41934,-1755,0,-84,0,-6098.8,-180,0,-6659.72
age29-104729,2042/43,46,24,13,9,0,0,18,137,84,954731.18,95167.94,95167.94,0.0,46400,61422,-1833,0,-122,0,-5480.64,0,2000,-7218.42
age29-104729,2043/44,47,10,6,4,0,0,5,130,83,1002876.76,48145.58,48145.58,0.0,0,56802,-1872,0,0,-375,-1436.16,-180,200,-4993.26
age29-104729,2044/45,48,14,11,3,1,0,9,142,82,1028318.4,25441.64,25441.64,0.0,9150,19720,-1872,0,0,-375,-1436.16,0,300,-45.2
age29-104729,2045/46,49,16,3,12,0,0,2,135,80,1060585.08,32266.68,32266.68,0.0,9750,34364,-1872,0,-84,0,-6228,0,400,-4063.32
age29-104729,2046/47,50,15,2,12,0,0,1,134,79,1108135.04,47549.96,47549.96,0.0,3500,58520,-1872,0,-38,0,-6228,-180,400,-6552.04
age29-104729,2047/48,51,7,2,5,0,0,0,79,77,1129809.93,21674.89,21674.89,0.0,0,28311,-1872,0,0,-375,-1632,0,-50,-2707.11
age29-104729,2048/49,52,9,4,5,0,0,0,93,75,1141846.37,12036.44,12036.44,0.0,0,17747,-1872,0,0,-375,-1632,0,50,-1881.56
age29-104729,2049/50,53,6,0,6,0,0,0,93,74,1159713.19,17866.82,17866.82,0.0,0,23983,-1872,0,0,-375,-1436.16,0,-50,-2383.02
age29-104729,2050/51,54,7,1,6,0,0,0,69,72,1177666.75,17953.56,17953.56,0.0,0,24287,-1872,0,0,-375,-1632,0,-50,-2404.44
age29-104729,2051/52,55,6,0,6,0,0,0,83,70,1195355.62,17688.87,17688.87,0.0,0,23400,-585,0,-84,-1235,-1632,0,150,-2325.13
age29-104729,2052/53,56,6,0,6,0,0,0,46,68,1208886.56,13530.94,13530.94,0.0,0,19020,-1443,0,0,-375,-1632,0,-50,-1989.06
age29-104729,2053/54,57,6,0,6,0,0,0,42,67,1215267.12,6380.56,6380.56,0.0,0,11748,-1872,0,0,-375,-1632,0,-50,-1438.44
age29-104729,2054/55,58,6,0,6,0,0,0,40,65,1225974.48,10707.36,10707.36,0.0,0,16440,-1872,0,0,-375,-1632,0,-50,-1803.64
age29-104729,2055/56,59,6,0,6,0,0,0,52,63,1236098.12,10123.64,10123.64,0.0,0,15742,-1833,0,0,-375,-1632,0,-50,-1728.36
age29-104729,2056/57,60,8,0,8,0,0,0,39,61,1239575.2,3477.08,3477.08,0.0,0,10140,-1755,0,0,-1335,-2035.68,-180,-50,-1307.24
age29-104729,2057/58,61,8,0,8,0,0,0,38,59,1241075.32,1500.12,1500.12,0.0,0,7800,-1872,0,0,-1335,-2167.8,0,200,-1125.08
age29-104729,2058/59,62,6,0,6,0,0,0,30,56,1244882.49,3807.17,3807.17,0.0,0,8741,-1872,0,0,-375,-1436.16,0,-50,-1200.67
age29-104729,2059/60,63,6,0,6,0,0,0,32,55,1254315.13,9432.64,9432.64,0.0,0,15059,-1872,0,0,-375,-1632,0,-50,-1697.36
age29-104729,2060/61,64,6,0,6,0,0,0,28,52,1267125.21,12810.08,12810.08,0.0,0,18736,-1872,0,-38,-375,-1632,0,-50,-1958.92
age29-104729,2061/62,65,7,1,6,0,0,0,21,50,1279375.42,12250.21,12250.21,0.0,0,17978,-1872,0,-84,-375,-1436.16,0,-50,-1910.63
age29-130363,2026/27,30,19,7,12,0,0,4,131,77,50269.43,42269.43,42269.43,0.0,18000,29604,-7014,0,-8782,0,-6152,0,1400.0,15213.43
age29-130363,2027/28,31,22,11,10,0,0,4,118,80,123651.8,73382.37,73382.37,0.0,28950,53851,-1794,0,-84,0,-5503.44,0,0,-2037.19
age29-130363,2028/29,32,15,13,2,0,0,10,138,82,164228.64,40576.84,40576.84,0.0,350,49579,-1872,0,0,-1235,-1283.28,0,50,-5011.88
age29-130363,2029/30,33,21,9,11,0,0,6,136,84,217678.23,53449.59,53449.59,0.0,19150,46905,-1872,0,-38,0,-6288.8,0,2000,-6406.61
age29-130363,2030/31,34,24,11,13,0,0,7,133,85,300196.62,82518.39,82518.39,0.0,31150,66921,-1872,0,-84,0,-5514.84,-180,400,-8301.77
age29-130363,2031/32,35,23,21,2,2,0,14,138,86,374563.24,74366.62,74366.62,0.0,18150,54700,-1872,0,-38,-375,-1436.16,0,450,4787.78
age29-130363,2032/33,36,23,12,11,0,0,12,138,87,417711.84,43148.6,43148.6,0.0,24350,28288,-1872,0,-84,0,-5564.24,0,2000,-3969.16
age29-130363,2033/34,37,29,18,10,0,0,17,136,88,510622.22,92910.38,92910.38,0.0,49600,57934,-1872,0,-122,0,-6159.6,-180,1000,-7290.02
age29-130363,2034/35,38,10,7,3,0,0,3,142,89,558337.2,47714.98,47714.98,0.0,0,56842,-1872,0,0,-1235,-1185.36,0,450,-5284.66
age29-130363,2035/36,39,24,12,10,0,0,14,139,89,604951.86,46614.66,46614.66,0.0,30800,27788,-1872,0,-84,0,-6323,-360,2000,-5334.34
age29-130363,2036/37,40,41,30,10,0,0,24,144,89,753305.06,148353.2,148353.2,0.0,106100,59451,-1872,0,-122,0,-6801.8,-720,400,-8082.0
age29-130363,2037/38,41,26,13,12,0,0,10,142,88,838232.15,84927.09,84927.09,0.0,34250,66479,-1872,0,-84,0,-6392.64,0,0,-7453.27
age29-130363,2038/39,42,18,7,11,0,0,10,142,87,910786.79,72554.64,72554.64,0.0,19650,66401,-1872,0,-38,0,-5962,0,2000,-7624.36
age29-130363,2039/40,43,16,12,4,1,0,15,136,86,975580.57,64793.78,64793.78,0.0,9600,57883,-1872,0,-84,-375,-1436.16,0,200,877.94
age29-130363,2040/41,44,27,12,12,0,0,16,135,85,1028746.37,53165.8,53165.8,0.0,32500,31836,-156,0,0,0,-5480.64,-180,1000,-6353.56
age29-130363,2041/42,45,21,8,12,0,0,9,145,85,1097277.12,68530.75,68530.75,0.0,17500,64288,-1755,0,-122,0,-5480.64,-360,2000,-7539.61
age29-130363,2042/43,46,10,5,5,0,0,4,142,83,1149483.72,52206.6,52206.6,0.0,62.5,61330,-1833,0,0,-375,-1632,0,-50,-5295.9
age29-130363,2043/44,47,12,8,4,0,0,5,147,82,1172108.2,22624.48,22624.48,0.0,540,29088,-1872,0,0,-375,-1632,0,-50,-3074.52
age29-130363,2044/45,48,7,3,4,0,0,2,118,81,1189960.14,17851.94,17851.94,0.0,0,23692,-1872,0,0,-375,-1499.88,-180,450,-2363.18
age29-130363,2045/46,49,7,2,5,0,0,1,126,79,1206917.3,16957.16,16957.16,0.0,0,23832,-1872,0,-84,-1235,-1470.36,0,200,-2413.48
age29-130363,2046/47,50,10,3,7,0,0,0,85,78,1217656.88,10739.58,10739.58,0.0,0,17896,-1872,0,0,-1335,-2001.48,0,-50,-1897.94
age29-130363,2047/48,51,7,2,5,0,0,0,86,76,1232514.12,14857.24,14857.24,0.0,0,20443,-1872,0,0,-375,-1436.16,0,200,-2102.6
age29-130363,2048/49,52,8,2,6,0,0,0,64,74,1248415.35,15901.23,15901.23,0.0,0,21674,-1872,0,-38,-375,-1436.16,0,200,-2251.61
age29-130363,2049/50,53,6,0,6,0,0,0,49,72,1264738.41,16323.06,16323.06,0.0,0,22243,-1872,0,0,-375,-1632,0,200,-2240.94
age29-130363,2050/51,54,8,3,5,0,0,0,75,71,1279587.84,14849.43,14849.43,0.0,0,20883,-1872,0,0,-375,-1632,0,50,-2204.57
age29-130363,2051/52,55,8,0,8,0,0,0,44,69,1287503.91,7916.07,7916.07,0.0,0,14939,-1872,0,0,-1335,-2202,0,50,-1663.93
age29-130363,2052/53,56,6,1,5,0,0,0,43,66,1292688.48,5184.57,5184.57,0.0,0,10492,-1872,0,0,-375,-1499.88,-180,-50,-1330.55
age29-130363,2053/54,57,6,0,6,0,0,0,32,65,1307142.34,14453.86,14453.86,0.0,0,20354,-1872,0,-84,-375,-1436.16,0,-50,-2082.98
age29-130363,2054/55,58,6,0,6,0,0,0,56,63,1322409.48,15267.14,15267.14,0.0,0,20914,-1443,0,0,-375,-1632,0,-50,-2146.86
age29-130363,2055/56,59,6,0,6,0,0,0,38,60,1336435.14,14025.66,14025.66,0.0,0,18486,-546,0,0,-375,-1632,0,50,-1957.34
age29-130363,2056/57,60,8,0,8,0,0,0,37,58,1349003.26,12568.12,12568.12,0.0,0,20068,-1755,0,0,-1335,-1937.76,-360,-50,-2062.12
age29-130363,2057/58,61,8,0,8,0,0,0,33,55,1352392.9,3389.64,3389.64,0.0,0,9960,-1872,0,0,-1335,-2001.48,0,-50,-1311.88
age29-130363,2058/59,62,7,1,6,0,0,0,30,52,1358196.32,5803.42,5803.42,0.0,0,10920,-1872,0,0,-375,-1436.16,0,-50,-1383.42
age29-130363,2059/60,63,6,0,6,0,0,0,38,50,1370317.4,12121.08,12121.08,0.0,0,17981,-1872,0,0,-375,-1632,0,-50,-1930.92
age29-130363,2060/61,64,6,0,6,0,0,0,20,48,1383822.84,13505.44,13505.44,0.0,0,19260,-1872,0,0,-375,-1436.16,0,-50,-2021.4
age29-130363,2061/62,65,6,0,6,0,0,0,21,45,1394807.61,10984.77,10984.77,0.0,0,16679,-1872,0,0,-375,-1568.28,0,-50,-1828.95
age31-104729,2026/27,32,18,5,13,0,0,0,92,77,41627.48,33627.48,33627.48,0.0,9250,28746,-7014,0,-8782,0,-6152,0,1400,16179.48
age31-104729,2027/28,33,18,5,12,0,0,2,135,80,96793.97,55166.49,55166.49,0.0,12250,49898,-3158,0,0,0,-6193.8,0,0,2370.29
age31-104729,2028/29,34,15,13,2,0,0,7,136,82,132146.86,35352.89,35352.89,0.0,540,43555,-1872,0,-84,-1235,-1283.28,0,200,-4467.83
age31-104729,2029/30,35,29,17,11,0,0,10,135,84,193352.07,61205.21,61205.21,0.0,45850,27479,-1872,0,-122,0,-6228,0,2000,-5901.79
age31-104729,2030/31,36,25,13,10,0,0,11,133,85,318927.46,125575.39,125575.39,0.0,80150,60028,-1872,0,0,0,-6418,0,2000,-8312.61
age31-104729,2031/32,37,26,15,11,0,0,11,139,86,446891.56,127964.1,127964.1,0.0,75000,68300,-1872,0,-122,0,-7178,-180,2000,-7983.9
age31-104729,2032/33,38,25,14,9,0,0,13,144,87,618619.34,171727.78,171727.78,0.0,117200,70656,-1872,0,-84,0,-7273,0,1000,-7899.22
age31-104729,2033/34,39,33,22,10,0,0,22,141,87,792088.76,173469.42,173469.42,0.0,118950,72188,-1872,0,-122,0,-7558,0,1000,-9116.58
age31-104729,2034/35,40,38,28,9,1,0,28,141,88,1206683.16,414594.4,414594.4,0.0,289350,138158,-1872,0,-122,0,-9121,0,2000,-3798.6
age31-104729,2035/36,41,34,20,12,1,0,19,141,88,1627957.7,421274.54,421274.54,0.0,248550,180557,-1872,0,-84,0,-8453.28,0,2000,576.82
age31-104729,2036/37,42,32,16,15,1,0,22,141,87,2156789.54,528831.84,528831.84,0.0,356750,181012,-1443,0,-122,0,-8620.48,-360,0,1615.32
age31-104729,2037/38,43,24,11,11,0,0,11,141,87,2393160.02,236370.48,236370.48,0.0,91250,168433,-585,0,-122,0,-8026.48,0,1000,-15579.04
age31-104729,2038/39,44,41,27,13,1,0,30,142,86,3031899.38,638739.36,638739.36,0.0,466900,180388,-1872,0,-122,0,-9289.28,-540,2000,1274.64
age31-104729,2039/40,45,25,10,13,0,0,9,135,85,3378273.48,346374.1,346374.1,0.0,149000,229632,-1872,0,-84,0,-8369.68,0,1400,-23332.22
age31-104729,2040/41,46,27,11,14,0,0,11,136,84,3632835.24,254561.76,254561.76,0.0,81450,202276,-1872,0,-38,0,-7775.68,0,400,-19878.56
age31-104729,2041/42,47,29,16,12,0,0,15,145,83,3852757.83,219922.59,219922.59,0.0,98450,143101,-1755,0,-84,0,-6233.04,-180,1400,-14776.37
age31-104729,2042/43,48,22,8,12,0,0,5,131,82,3951626.86,98869.03,98869.03,0.0,37500,78272,-1833,0,-84,0,-6233.04,-180,0,-8572.93
age31-104729,2043/44,49,16,4,11,0,0,2,128,80,4018657.88,67031.02,67031.02,0.0,11750,69023,-1872,0,-38,0,-5765.64,0,400,-6466.34
age31-104729,2044/45,50,18,12,6,0,0,4,133,79,4079615.19,60957.31,60957.31,0.0,5210,66451,-1872,0,-84,-375,-1632,-360,-50,-6330.69
age31-104729,2045/46,51,6,0,6,0,0,0,72,77,4101481.39,21866.2,21866.2,0.0,0,29039,-1872,0,0,-1235,-1499.88,0,200,-2765.92
age31-104729,2046/47,52,10,3,7,0,0,1,104,76,4116460.72,14979.33,14979.33,0.0,0,22637,-1872,0,0,-1335,-2006.16,-180,50,-2314.51
age31-104729,2047/48,53,7,2,5,0,0,1,109,74,4133181.6,16720.88,16720.88,0.0,0,22825,-1872,0,0,-375,-1632,0,50,-2275.12
age31-104729,2048/49,54,8,3,5,0,0,0,79,72,4142511.4,9329.8,9329.8,0.0,0,15072,-1872,0,0,-375,-1632,0,-50,-1813.2
age31-104729,2049/50,55,6,1,5,0,0,0,49,71,4145834.32,3322.92,3322.92,0.0,0,8424,-1872,0,0,-375,-1632,0,-50,-1172.08
age31-104729,2050/51,56,6,0,6,0,0,0,49,68,4149141.84,3307.52,3307.52,0.0,0,8308,-1872,0,0,-375,-1632,0,50,-1171.48
age31-104729,2051/52,57,9,2,7,0,0,0,55,67,4152083.36,2941.52,2941.52,0.0,0,8476,-585,0,-122,-1335,-2001.48,-180,-50,-1261
age31-104729,2052/53,58,6,0,6,0,0,0,53,65,4155845.89,3762.53,3762.53,0.0,0,8567,-1443,0,0,-375,-1568.28,-180,-50,-1188.19
age31-104729,2053/54,59,7,1,6,0,0,0,41,63,4165084.16,9238.27,9238.27,0.0,0,14737,-1872,0,0,-375,-1632,0,50,-1669.73
age31-104729,2054/55,60,6,0,6,0,0,0,53,60,4179870.35,14786.19,14786.19,0.0,0,20848,-1872,0,0,-375,-1632,0,-50,-2132.81
age31-104729,2055/56,61,6,1,5,0,0,0,32,59,4197320.56,17450.21,17450.21,0.0,0,23677,-1833,0,0,-375,-1632,0,-50,-2336.79
age31-104729,2056/57,62,8,0,8,0,0,0,29,57,4208524.31,11203.75,11203.75,0.0,0,18278,-1755,0,0,-1335,-2006.16,0,-50,-1928.09
age31-104729,2057/58,63,4,0,4,0,0,0,32,54,4215664.78,7140.47,7140.47,0.0,0,22106,-1872,0,0,-275,-1136.08,-180,50,-11552.45
age31-104729,2058/59,64,6,0,6,0,0,0,15,52,4224928.1,9263.32,9263.32,0.0,0,22277,-1872,0,0,-375,-1219.68,0,-50,-9497.0
age31-104729,2059/60,65,6,0,6,0,0,0,38,50,4237574.3,12646.2,12646.2,0.0,0,18512,-1872,0,0,-375,-1632,0,-50,-1936.8
age31-130363,2026/27,32,19,6,13,0,0,0,99,77,48859.43,40859.43,40859.43,0.0,14250,29604,-5054,0,-8782,0,-6152,-180,2000.0,15173.43
age31-130363,2027/28,33,22,10,10,0,0,2,109,80,111531.95,62672.52,62672.52,0.0,21600,50701,-3158,0,0,0,-5808.84,0,0,-661.64
age31-130363,2028/29,34,15,12,3,0,0,9,129,82,153831.68,42299.73,42299.73,0.0,540,50711,-1872,0,-84,-1235,-1185.36,0,450,-5024.91
age31-130363,2029/30,35,25,12,13,0,0,9,142,84,220017.66,66185.98,66185.98,0.0,35450,44533,-1872,0,-38,0,-6288.8,0,1000,-6598.22
age31-130363,2030/31,36,27,16,9,0,0,10,134,85,316015.18,95997.52,95997.52,0.0,43900,66975,-1872,0,-84,0,-5872.04,-180,2000,-8869.44
age31-130363,2031/32,37,11,9,2,0,0,7,135,86,364647.82,48632.64,48632.64,0.0,0,58068,-1872,0,0,-1235,-1185.36,0,200,-5343.0
age31-130363,2032/33,38,26,12,13,0,0,13,139,86,410008.26,45360.44,45360.44,0.0,28100,28600,-1872,0,-122,0,-5564.24,-180,1000,-4601.32
age31-130363,2033/34,39,24,13,11,0,0,15,139,87,520670.98,110662.72,110662.72,0.0,68400,54952,-1872,0,-84,0,-5647.84,-360,2000,-6725.44
age31-130363,2034/35,40,14,9,5,0,0,6,137,88,566523.14,45852.16,45852.16,0.0,3960,51358,-1872,0,-38,-1235,-1470.36,0,200,-5050.48
age31-130363,2035/36,41,17,13,4,1,0,10,142,88,596480.1,29956.96,29956.96,0.0,6962.5,27098,-1872,0,0,-375,-1917,-180,200,40.46
age31-130363,2036/37,42,18,14,4,0,0,9,135,87,615556.28,19076.18,19076.18,0.0,1540,24382,-1872,0,-84,-375,-1632,-180,200,-2902.82
age31-130363,2037/38,43,15,11,4,0,0,7,134,86,635411.92,19855.64,19855.64,0.0,1565,23316,-585,0,0,-375,-1499.88,0,200,-2765.48
age31-130363,2038/39,44,19,16,3,1,0,4,138,86,654080.75,18668.83,18668.83,0.0,7440,15298,-1443,0,-38,-375,-1436.16,-180,150,-747.01
age31-130363,2039/40,45,10,5,5,0,0,1,129,84,668950.8,14870.05,14870.05,0.0,0,21489,-1872,0,-84,-1235,-1436.16,0,450,-2441.79
age31-130363,2040/41,46,14,7,7,0,0,4,142,83,686761.97,17811.17,17811.17,0.0,1200,24792,-1872,0,0,-1335,-2074.56,-180,200,-2919.27
age31-130363,2041/42,47,8,3,5,0,0,3,145,82,705423.48,18661.51,18661.51,0.0,0,24619,-1755,0,0,-375,-1499.88,0,200,-2527.61
age31-130363,2042/43,48,9,4,5,0,0,1,118,81,714317.3,8893.82,8893.82,0.0,0,13990,-1833,0,0,-375,-1436.16,0,200,-1652.02
age31-130363,2043/44,49,6,1,5,0,0,0,78,80,729905.4,15588.1,15588.1,0.0,0,21500,-1872,0,0,-375,-1436.16,0,-50,-2178.74
age31-130363,2044/45,50,11,7,4,0,0,2,132,78,739850.48,9945.08,9945.08,0.0,62.5,15764,-1872,0,0,-375,-1568.28,-180,-50,-1836.14
age31-130363,2045/46,51,7,2,5,0,0,0,73,76,752392.56,12542.08,12542.08,0.0,0,19848,-1872,0,-84,-1235,-1632,-360,-50,-2072.92
age31-130363,2046/47,52,9,1,8,0,0,0,94,74,768052.12,15659.56,15659.56,0.0,0,23432,-1872,0,0,-1335,-2001.48,-180,-50,-2333.96
age31-130363,2047/48,53,6,1,5,0,0,0,70,72,785283.0,17230.88,17230.88,0.0,0,23231,-1872,0,-38,-375,-1436.16,0,50,-2328.96
age31-130363,2048/49,54,6,1,5,0,0,0,49,70,799555.43,14272.43,14272.43,0.0,0,20083,-1872,0,0,-375,-1436.16,0,-50,-2077.41
age31-130363,2049/50,55,6,0,6,0,0,0,45,69,811335.99,11780.56,11780.56,0.0,0,17600,-1872,0,0,-375,-1632,0,-50,-1890.44
age31-130363,2050/51,56,6,1,5,0,0,0,46,67,823118.6,11782.61,11782.61,0.0,0,17484,-1872,0,0,-375,-1632,0,50,-1872.39
age31-130363,2051/52,57,8,1,7,0,0,0,64,65,831651.56,8532.96,8532.96,0.0,0,15116,-1443,0,0,-1335,-2069.88,0,-50,-1685.16
age31-130363,2052/53,58,6,0,6,0,0,0,41,63,838257.56,6606.0,6606.0,0.0,0,10582,-585,0,0,-375,-1632,0,-50,-1334.0
age31-130363,2053/54,59,7,1,6,0,0,0,60,61,852606.94,14349.38,14349.38,0.0,0,19882,-1872,0,0,-375,-1436.16,0,200,-2049.46
age31-130363,2054/55,60,6,0,6,0,0,0,23,58,870866.6,18259.66,18259.66,0.0,0,24542,-1872,0,0,-375,-1568.28,0,-50,-2417.06
age31-130363,2055/56,61,6,0,6,0,0,0,37,55,887274.84,16408.24,16408.24,0.0,0,22440,-1833,0,-84,-375,-1436.16,0,-50,-2253.6
age31-130363,2056/57,62,8,0,8,0,0,0,26,53,896248.56,8973.72,8973.72,0.0,0,15900,-1755,0,0,-1335,-2138.28,0,50,-1748.0
age31-130363,2057/58,63,9,1,8,0,0,0,25,50,901378.26,5129.7,5129.7,0.0,0,12222,-1872,0,0,-1335,-2001.48,-360,-50,-1473.82
age31-130363,2058/59,64,6,0,6,0,0,0,20,48,918742.96,17364.7,17364.7,0.0,0,23426,-1872,0,0,-375,-1436.16,0,-50,-2328.14
age31-130363,2059/60,65,6,0,6,0,0,0,13,45,928585.5,9842.54,9842.54,0.0,0,15431,-1872,0,0,-375,-1568.28,0,-50,-1723.18
age32-104729,2026/27,33,18,5,13,0,0,0,92,77,41627.48,33627.48,33627.48,0.0,9250,28746,-7014,0,-8782,0,-6152,0,1400,16179.48
age32-104729,2027/28,34,18,5,12,0,0,2,135,80,96793.97,55166.49,55166.49,0.0,12250,49898,-3158,0,0,0,-6193.8,0,0,2370.29
age32-104729,2028/29,35,15,13,2,0,0,7,136,82,132146.86,35352.89,35352.89,0.0,540,43555,-1872,0,-84,-1235,-1283.28,0,200,-4467.83
age32-104729,2029/30,36,24,13,10,0,0,13,142,83,181246.07,49099.21,49099.21,0.0,33400,27479,-1872,0,-38,0,-6228,-180,2000,-5461.79
age32-104729,2030/31,37,27,14,13,0,0,15,136,84,272592.46,91346.39,91346.39,0.0,45350,60028,-1872,0,-84,0,-6608,0,2000,-7467.61
age32-104729,2031/32,38,23,19,4,0,0,8,120,86,316703.18,44110.72,44110.72,0.0,5210,48564,-1872,0,-84,-1235,-1499.88,0,450,-5422.4
age32-104729,2032/33,39,23,12,11,0,0,12,140,86,385455.76,68752.58,68752.58,0.0,34850,44956,-1872,0,-38,0,-5564.24,0,2000,-5579.18
