case,age,date,overall,potential,cash,card,Long Potting,Break Building,Cue Ball Control,Safety Play,Consistency,Composure,Focus,Resilience,Professionalism,Big Match Nerve,Stamina,Balance,Shoulder Health,Hand Steadiness,Recovery Rate
age18-start-elite-amateur-104729-30y,40,2048-06-30,93,93,7304675.16,True,91.19,95.23,96.71,93.56,87.66,95.08,96.46,92.66,93.33,81.06,81.31,78.18,83.11,81.89,77.97
age18-start-elite-amateur-104729-30y,41,2049-06-30,92,92,7584322.09,True,90.53,94.51,95.97,93.18,87.32,95.08,96.46,92.66,93.33,81.06,80.0,77.39,81.74,81.03,76.76
age18-start-elite-amateur-104729-30y,42,2050-06-30,92,92,7872193.51,True,89.72,93.63,95.06,92.7,86.91,95.08,96.46,92.66,93.33,81.06,78.42,76.43,80.09,79.97,75.31
age18-start-elite-amateur-104729-30y,43,2051-06-30,91,91,8063228.71,True,88.76,92.58,93.98,92.14,86.41,95.08,96.46,92.66,93.33,81.06,76.58,75.29,78.17,78.73,73.61
age18-start-elite-amateur-104729-30y,44,2052-06-30,90,90,8239965.69,True,87.64,91.36,92.73,91.48,85.83,95.08,96.46,92.66,93.33,81.06,74.5,73.98,76.0,77.3,71.69
age18-start-elite-amateur-104729-30y,45,2053-06-30,89,89,8379082.83,False,86.36,89.98,91.3,90.71,85.15,95.08,96.46,92.66,93.33,81.06,72.19,72.51,73.6,75.69,69.55
age18-start-elite-amateur-104729-30y,46,2054-06-30,88,88,8448089.02,False,84.92,88.41,89.69,89.84,84.38,95.08,96.46,92.66,93.33,81.06,69.68,70.86,70.99,73.89,67.22
age18-start-elite-amateur-104729-30y,47,2055-06-30,87,87,8472547.9,False,83.33,86.69,87.91,88.86,83.52,95.01,96.39,92.63,93.33,81.04,67.0,69.06,68.21,71.93,64.73
age18-start-elite-amateur-104729-30y,48,2056-06-30,86,86,8503724.22,False,81.59,84.81,85.98,87.77,82.56,94.86,96.24,92.58,93.33,81.0,64.19,67.12,65.3,69.83,62.11
age18-start-elite-amateur-130363-30y,18,2026-05-11,68,96,8000,False,61,72,71,54,60,66,70,63,72,59,59,67,75,70,64
age18-start-elite-amateur-130363-30y,19,2027-06-30,72,90,10316.78,False,65.56,77.01,76.9,60.6,63.74,71.7,75.86,68.01,76.11,61.96,61.55,68.27,75.96,71.52,65.59
age18-start-elite-amateur-130363-30y,20,2028-06-30,75,93,28090.81,True,69.49,80.86,81.78,65.74,67.07,76.02,80.57,71.8,79.31,64.18,64.23,69.61,76.96,72.85,67.27
age18-start-elite-amateur-130363-30y,21,2029-06-30,79,97,95466.71,True,73.87,84.68,85.81,70.46,70.52,80.39,84.78,75.7,82.28,66.53,66.6,70.8,77.85,74.31,68.75
age18-start-elite-amateur-130363-30y,22,2030-06-30,81,95,175577.82,False,75.96,86.32,87.8,74.13,72.37,83.06,86.86,78.23,84.02,68.02,68.0,71.5,78.37,75.03,69.62
age18-start-elite-amateur-130363-30y,23,2031-06-30,82,96,257000.71,False,78.09,87.7,89.27,76.85,74.12,85.08,88.52,80.49,85.36,69.38,69.37,72.19,78.89,75.75,70.48
age18-start-elite-amateur-130363-30y,24,2032-06-30,84,99,286320.87,True,80.37,89.04,90.68,79.85,75.96,86.78,89.91,82.45,86.6,70.64,71.0,73.0,79.5,76.52,71.5
age18-start-elite-amateur-130363-30y,25,2033-06-30,86,99,356723.15,True,82.2,90.15,91.79,82.53,77.57,88.2,91.02,84.09,87.63,71.86,72.13,73.57,79.92,77.17,72.21
age18-start-elite-amateur-130363-30y,26,2034-06-30,87,99,656990.52,True,83.52,90.96,92.65,84.69,78.94,89.42,91.97,85.54,88.55,73.0,73.13,74.06,80.3,77.7,72.83
age18-start-elite-amateur-130363-30y,27,2035-06-30,87,99,930841.41,True,84.73,91.65,93.34,86.2,80.26,90.41,92.78,86.77,89.34,74.04,74.11,74.55,80.66,78.22,73.44
age18-start-elite-amateur-130363-30y,28,2036-06-30,88,99,1221863.89,True,85.94,92.3,93.98,87.55,81.59,91.27,93.49,87.83,90.01,75.04,75.28,75.14,81.08,78.79,74.18
age18-start-elite-amateur-130363-30y,29,2037-06-30,89,99,1530249.86,True,87.16,92.98,94.55,88.6,82.83,92.01,94.11,88.76,90.61,75.99,76.3,75.65,81.43,79.38,74.81
age18-start-elite-amateur-130363-30y,30,2038-06-30,90,99,1764152.38,True,87.9,93.41,94.96,89.62,83.67,92.59,94.55,89.48,91.11,76.8,77.03,76.01,81.69,79.78,75.27
age18-start-elite-amateur-130363-30y,31,2039-06-30,90,99,1968424.04,True,88.53,93.76,95.32,90.44,84.42,93.11,94.95,90.14,91.55,77.54,77.81,76.4,81.95,80.15,75.76
age18-start-elite-amateur-130363-30y,32,2040-06-30,91,99,2192222.16,True,89.3,94.16,95.66,91.1,85.25,93.56,95.32,90.71,91.95,78.25,78.67,76.83,82.24,80.6,76.29
age18-start-elite-amateur-130363-30y,33,2041-06-30,91,99,2488057.46,True,89.99,94.57,96.01,91.86,86.02,94.0,95.66,91.27,92.35,79.02,79.45,77.22,82.5,81.03,76.78
age18-start-elite-amateur-130363-30y,34,2042-06-30,92,99,2810886.93,True,90.51,94.88,96.29,92.46,86.65,94.39,95.96,91.76,92.69,79.72,80.19,77.59,82.74,81.38,77.24
age18-start-elite-amateur-130363-30y,35,2043-06-30,92,94,3231327.09,True,91.04,95.17,96.55,93.06,87.28,94.78,96.25,92.27,93.03,80.49,80.97,78.0,83.0,81.74,77.75
age18-start-elite-amateur-130363-30y,36,2044-06-30,92,94,3571095.13,True,91.04,95.17,96.55,93.06,87.28,94.78,96.25,92.27,93.03,80.49,80.97,78.0,83.0,81.74,77.75
age18-start-elite-amateur-130363-30y,37,2045-06-30,92,94,4002934.45,True,91.04,95.17,96.55,93.06,87.28,94.78,96.25,92.27,93.03,80.49,80.97,78.0,83.0,81.74,77.75
age18-start-elite-amateur-130363-30y,38,2046-06-30,92,94,4650472.83,True,91.04,95.17,96.55,93.06,87.28,94.78,96.25,92.27,93.03,80.49,80.97,78.0,83.0,81.74,77.75
age18-start-elite-amateur-130363-30y,39,2047-06-30,92,94,4927441.39,True,91.04,95.17,96.55,93.06,87.28,94.78,96.25,92.27,93.03,80.49,80.97,78.0,83.0,81.74,77.75
age18-start-elite-amateur-130363-30y,40,2048-06-30,92,92,5444613.69,True,91.04,95.17,96.55,93.06,87.28,94.78,96.25,92.27,93.03,80.49,80.97,78.0,83.0,81.74,77.75
age18-start-elite-amateur-130363-30y,41,2049-06-30,92,92,5665181.73,True,90.29,94.35,95.71,92.63,86.9,94.78,96.25,92.27,93.03,80.49,79.48,77.1,81.44,80.75,76.38
age18-start-elite-amateur-130363-30y,42,2050-06-30,91,91,5900133.69,True,89.36,93.34,94.67,92.09,86.43,94.78,96.25,92.27,93.03,80.49,77.7,76.01,79.56,79.55,74.72
age18-start-elite-amateur-130363-30y,43,2051-06-30,90,90,6078248.97,True,88.27,92.14,93.44,91.45,85.87,94.78,96.25,92.27,93.03,80.49,75.62,74.72,77.38,78.14,72.81
age18-start-elite-amateur-130363-30y,44,2052-06-30,89,89,6446158.73,True,86.99,90.75,92.01,90.7,85.2,94.78,96.25,92.27,93.03,80.49,73.28,73.23,74.93,76.51,70.64
age18-start-elite-amateur-130363-30y,45,2053-06-30,88,88,6789800.11,True,85.53,89.16,90.38,89.83,84.43,94.78,96.25,92.27,93.03,80.49,70.69,71.55,72.23,74.68,68.23
age18-start-elite-amateur-130363-30y,46,2054-06-30,87,87,7158092.5,True,83.88,87.37,88.54,88.83,83.55,94.78,96.25,92.27,93.03,80.49,67.88,69.68,69.29,72.64,65.61
age18-start-elite-amateur-130363-30y,47,2055-06-30,86,86,7423096.16,True,82.06,85.4,86.51,87.7,82.56,94.7,96.17,92.24,93.03,80.46,64.9,67.64,66.18,70.42,62.83
age18-start-elite-amateur-130363-30y,48,2056-06-30,85,85,7725876.5,True,80.07,83.24,84.29,86.45,81.45,94.52,95.99,92.17,93.03,80.41,61.78,65.44,62.94,68.03,59.91
age21-start-q-tour-104729-30y,21,2026-05-11,72,90,8000,False,65,76,75,58,64,70,74,67,77,64,61,69,77,72,66
age21-start-q-tour-104729-30y,22,2027-06-30,77,91,26546.49,False,71.27,82.54,82.6,66.43,69.03,77.6,81.9,73.74,82.07,68.05,64.5,70.75,78.31,74.09,68.19
age21-start-q-tour-104729-30y,23,2028-06-30,80,94,44893.25,False,75.52,85.71,86.42,71.06,72.51,81.7,85.69,77.45,84.67,70.19,67.34,72.17,79.38,75.53,69.96
age21-start-q-tour-104729-30y,24,2029-06-30,82,96,70849.71,True,77.7,87.25,88.14,73.87,74.31,83.78,87.44,79.56,85.9,71.47,68.61,72.81,79.85,76.27,70.76
age21-start-q-tour-104729-30y,25,2030-06-30,83,97,152250.13,True,79.64,88.5,89.61,76.83,75.98,85.57,88.88,81.53,87.01,72.7,69.95,73.47,80.35,76.94,71.59
age21-start-q-tour-104729-30y,26,2031-06-30,85,99,332762.31,True,81.48,89.57,90.82,79.53,77.63,87.28,90.29,83.5,88.11,74.05,71.1,74.05,80.77,77.59,72.31
age21-start-q-tour-104729-30y,27,2032-06-30,86,99,477894.47,True,83.05,90.47,91.77,81.64,79.11,88.43,91.26,84.81,88.87,75.05,72.42,74.71,81.24,78.19,73.14
age21-start-q-tour-104729-30y,28,2033-06-30,88,99,639194.48,True,84.54,91.37,92.68,83.84,80.6,89.57,92.16,86.14,89.68,76.17,73.49,75.24,81.62,78.8,73.81
age21-start-q-tour-104729-30y,29,2034-06-30,88,99,1207168.6,True,85.67,92.08,93.46,85.91,81.89,90.68,93.01,87.43,90.47,77.34,74.51,75.75,81.96,79.33,74.44
age21-start-q-tour-104729-30y,30,2035-06-30,89,99,1711782.54,True,86.68,92.68,94.08,87.37,83.05,91.61,93.74,88.56,91.17,78.42,75.45,76.23,82.28,79.83,75.03
age21-start-q-tour-104729-30y,31,2036-06-30,90,99,2440836.31,True,87.66,93.22,94.61,88.54,84.11,92.3,94.3,89.4,91.7,79.34,76.53,76.76,82.63,80.35,75.71
age21-start-q-tour-104729-30y,32,2037-06-30,90,99,3395089.63,True,88.43,93.67,95.03,89.47,84.92,92.83,94.71,90.05,92.11,80.12,77.31,77.15,82.89,80.77,76.19
age21-start-q-tour-104729-30y,33,2038-06-30,91,99,4061242.0,True,89.02,94.02,95.39,90.4,85.61,93.34,95.09,90.67,92.52,80.88,78.01,77.51,83.11,81.11,76.63
age21-start-q-tour-104729-30y,34,2039-06-30,91,99,5394944.92,True,89.55,94.33,95.69,91.12,86.24,93.82,95.46,91.27,92.92,81.58,78.71,77.86,83.33,81.44,77.07
age21-start-q-tour-104729-30y,35,2040-06-30,92,94,5957882.83,True,90.22,94.68,96.01,91.75,86.97,94.22,95.79,91.78,93.27,82.2,79.59,78.3,83.6,81.84,77.62
age21-start-q-tour-104729-30y,36,2041-06-30,92,94,6998971.26,True,90.22,94.68,96.01,91.75,86.97,94.22,95.79,91.78,93.27,82.2,79.59,78.3,83.6,81.84,77.62
age21-start-q-tour-104729-30y,37,2042-06-30,92,94,7984196.76,True,90.22,94.68,96.01,91.75,86.97,94.22,95.79,91.78,93.27,82.2,79.59,78.3,83.6,81.84,77.62
age21-start-q-tour-104729-30y,38,2043-06-30,92,94,8685070.52,True,90.22,94.68,96.01,91.75,86.97,94.22,95.79,91.78,93.27,82.2,79.59,78.3,83.6,81.84,77.62
